Campaign_ID,Platform,Objective,CTR_est,CPC_est,Historical_CPC,Historical_ConvRate,Historical_Budget,Best_Source_Score,Leads_Forward,Leads_Rejected,Qualification_Rate,Active_Leads,Suggested_Budget
1218,Facebook,Traffic,0.019,2.01,0.95,0.093,258,0.62,5,1,0.91,16,125
1219,Google,Conversions,0.033,2.27,0.96,0.072,319,0.54,18,5,0.89,13,169
1220,Google,Traffic,0.013,2.63,2.78,0.102,263,0.93,14,9,0.93,33,151
1221,TikTok,Conversions,0.027,2.73,2.7,0.046,284,0.55,2,9,0.58,43,109
1222,Google,Awareness,0.023,2.01,1.29,0.066,184,0.88,16,8,0.22,26,118
1223,Google,Awareness,0.044,1.09,2.76,0.09,482,0.82,5,4,0.47,11,187
1224,Google,Awareness,0.033,1.15,0.75,0.024,203,0.71,19,3,0.74,38,141
1225,Facebook,Awareness,0.041,1.61,1.93,0.07,63,0.8,5,4,0.29,6,57
1226,Google,Conversions,0.015,1.52,1.89,0.044,475,0.53,17,7,0.93,14,212
1227,Google,Traffic,0.019,0.7,0.64,0.078,129,0.9,14,9,0.44,43,100
1228,TikTok,Traffic,0.012,2.79,2.24,0.108,455,0.67,15,1,0.4,21,201
1229,Google,Awareness,0.015,0.62,1.93,0.038,435,0.79,2,0,0.83,9,175
1230,Google,Awareness,0.021,1.25,2.43,0.104,215,0.76,18,6,0.27,35,131
1231,TikTok,Traffic,0.012,1.08,1.99,0.05,100,0.69,4,8,0.77,18,68
1232,TikTok,Traffic,0.012,1.95,1.86,0.085,91,0.88,4,0,0.52,30,74
1233,Facebook,Conversions,0.01,2.57,0.71,0.093,323,0.66,5,0,0.29,6,135
1234,TikTok,Traffic,0.011,2.8,1.16,0.06,77,0.63,14,2,0.22,35,79
1235,TikTok,Awareness,0.05,2.09,0.61,0.072,447,0.55,11,4,0.38,15,181
1236,Facebook,Conversions,0.031,1.45,0.93,0.068,499,0.87,18,8,0.64,18,225
1237,Facebook,Traffic,0.014,1.89,1.42,0.113,384,0.88,7,4,0.55,49,166
1238,TikTok,Traffic,0.019,0.88,2.41,0.068,212,0.62,3,8,0.76,20,96
1239,TikTok,Traffic,0.038,2.77,2.51,0.102,299,0.61,11,9,0.42,17,134
1240,Google,Conversions,0.029,2.89,0.55,0.074,488,0.84,6,6,0.33,47,187
1241,Facebook,Awareness,0.025,2.05,0.93,0.037,290,0.68,3,0,0.9,42,132
1242,Facebook,Traffic,0.013,0.72,1.17,0.114,474,0.55,13,6,0.72,44,199
1243,TikTok,Conversions,0.016,2.08,2.28,0.027,158,0.53,1,6,0.52,22,70
1244,Google,Conversions,0.02,2.02,1.99,0.106,495,0.79,3,8,0.71,40,185
1245,Facebook,Traffic,0.016,0.97,1.56,0.104,474,0.92,19,6,0.79,40,227
1246,Facebook,Traffic,0.014,0.78,2.99,0.034,66,0.65,6,0,0.44,9,63
1247,Facebook,Awareness,0.035,2.93,2.44,0.048,73,0.78,7,6,0.85,28,73
1248,Google,Awareness,0.024,2.0,0.61,0.066,319,0.8,17,6,0.94,13,175
1249,Facebook,Traffic,0.012,1.18,1.28,0.085,431,0.78,12,3,0.91,20,197
1250,TikTok,Traffic,0.042,2.62,2.03,0.094,303,0.75,18,4,0.55,23,165
1251,Facebook,Traffic,0.03,2.72,1.57,0.112,136,0.83,11,4,0.54,30,99
1252,Facebook,Traffic,0.044,1.99,1.76,0.028,499,0.62,19,8,0.24,45,212
1253,Facebook,Awareness,0.037,2.19,2.07,0.065,135,0.73,14,8,0.82,47,105
1254,TikTok,Conversions,0.029,2.37,1.3,0.077,382,0.53,19,4,0.31,15,180
1255,Google,Awareness,0.044,2.22,2.46,0.076,295,0.81,19,8,0.88,40,169
1256,Facebook,Traffic,0.047,1.5,0.7,0.08,448,0.78,5,8,0.28,45,167
1257,Facebook,Awareness,0.041,1.15,2.87,0.082,215,0.81,18,1,0.41,11,141
1258,Google,Conversions,0.045,2.77,1.19,0.042,52,0.86,12,4,0.84,27,84
1259,Google,Awareness,0.049,2.47,0.9,0.069,247,0.92,4,5,0.73,42,121
1260,Facebook,Traffic,0.035,2.53,2.44,0.041,133,0.58,17,6,0.24,41,98
1261,Google,Traffic,0.03,2.06,0.65,0.063,496,0.52,3,8,0.45,16,172
1262,Facebook,Traffic,0.019,2.29,0.54,0.118,336,0.73,7,9,0.3,21,137
1263,Google,Traffic,0.028,2.73,2.97,0.071,479,0.66,5,1,0.93,26,193
1264,TikTok,Awareness,0.048,0.91,2.16,0.048,145,0.65,7,0,0.34,25,87
1265,Facebook,Traffic,0.018,0.76,1.7,0.031,333,0.67,5,1,0.49,41,141
1266,TikTok,Traffic,0.047,0.59,1.63,0.067,457,0.94,8,2,0.46,16,192
1267,Facebook,Traffic,0.017,2.03,1.59,0.09,360,0.7,6,0,0.57,28,155
1268,TikTok,Conversions,0.019,0.6,0.96,0.081,64,0.84,19,9,0.29,13,88
1269,Facebook,Traffic,0.014,2.46,2.35,0.061,203,0.65,13,7,0.7,22,119
1270,TikTok,Conversions,0.017,0.6,1.57,0.027,280,0.5,11,5,0.75,16,136
1271,TikTok,Conversions,0.032,1.77,2.05,0.025,182,0.58,12,0,0.34,49,108
1272,TikTok,Traffic,0.012,2.91,1.97,0.061,406,0.86,8,9,0.24,29,163
1273,Facebook,Awareness,0.03,1.27,1.83,0.035,481,0.84,18,9,0.46,24,214
1274,TikTok,Conversions,0.048,1.65,0.78,0.069,138,0.72,4,9,0.76,10,79
1275,TikTok,Awareness,0.029,2.22,2.98,0.08,252,0.58,3,4,0.54,30,107
1276,Google,Awareness,0.039,2.24,1.8,0.034,238,0.63,12,4,0.53,36,126
1277,TikTok,Awareness,0.028,1.33,2.89,0.026,302,0.64,14,5,0.58,14,151
1278,Facebook,Awareness,0.042,1.02,2.49,0.083,57,0.55,9,3,0.32,46,59
1279,TikTok,Awareness,0.026,1.3,2.03,0.12,406,0.62,13,8,0.25,18,169
1280,Google,Conversions,0.015,0.78,1.52,0.033,420,0.73,6,4,0.23,22,163
1281,Facebook,Conversions,0.044,2.46,2.35,0.057,140,0.78,10,2,0.2,17,92
1282,TikTok,Traffic,0.039,0.95,1.74,0.073,389,0.74,5,0,0.44,13,160
1283,Facebook,Conversions,0.019,0.67,1.02,0.087,250,0.82,5,1,0.42,37,119
1284,Google,Conversions,0.04,0.77,2.91,0.029,446,0.71,5,8,0.36,31,166
1285,TikTok,Traffic,0.034,1.48,2.06,0.103,64,0.89,5,1,0.21,35,61
1286,TikTok,Conversions,0.032,0.78,2.64,0.038,489,0.53,12,9,0.23,37,188
1287,Facebook,Traffic,0.047,1.65,0.55,0.118,478,0.51,10,8,0.89,49,193
1288,Facebook,Awareness,0.028,1.68,2.49,0.059,299,0.67,13,6,0.27,17,141
1289,Google,Awareness,0.014,2.69,1.47,0.099,167,0.68,12,8,0.41,49,100
1290,Google,Traffic,0.032,0.77,2.66,0.118,127,0.78,13,4,0.3,33,96
1291,TikTok,Awareness,0.041,0.64,0.67,0.103,65,0.82,3,9,0.58,46,54
1292,TikTok,Awareness,0.014,2.92,1.65,0.081,395,0.87,12,9,0.29,39,171
1293,TikTok,Awareness,0.018,1.86,2.43,0.027,217,0.68,11,9,0.71,8,118
1294,TikTok,Awareness,0.042,2.18,2.67,0.073,306,0.69,11,4,0.56,11,147
1295,Facebook,Awareness,0.014,1.83,2.02,0.059,344,0.79,13,8,0.31,41,157
1296,Google,Awareness,0.042,1.0,2.92,0.083,163,0.62,15,4,0.78,13,116
1297,Facebook,Traffic,0.013,0.65,1.32,0.027,72,0.78,16,4,0.23,38,85
1298,TikTok,Conversions,0.049,2.93,2.85,0.072,258,0.57,12,5,0.5,12,129
1299,Facebook,Conversions,0.029,0.93,2.63,0.042,285,0.75,7,5,0.77,40,135
1300,Google,Traffic,0.015,2.46,1.02,0.061,106,0.6,12,2,0.42,18,86
1301,TikTok,Conversions,0.036,2.59,1.1,0.116,277,0.54,2,3,0.67,47,114
1302,Google,Traffic,0.012,2.68,1.51,0.056,466,0.54,3,2,0.56,35,172
1303,TikTok,Awareness,0.02,2.89,0.78,0.112,73,0.95,0,4,0.86,10,63
1304,Google,Traffic,0.038,2.49,1.07,0.067,148,0.7,18,3,0.67,7,120
1305,Google,Awareness,0.037,2.34,1.68,0.041,160,0.81,0,7,0.66,49,78
1306,TikTok,Traffic,0.018,1.97,2.07,0.1,228,0.75,4,1,0.87,38,117
1307,Facebook,Awareness,0.031,2.82,2.06,0.065,463,0.71,9,9,0.48,35,183
1308,Google,Conversions,0.032,2.91,1.37,0.045,238,0.9,12,5,0.21,27,127
1309,TikTok,Conversions,0.024,0.97,0.56,0.061,289,0.58,17,2,0.92,33,163
1310,TikTok,Awareness,0.023,2.17,1.85,0.047,393,0.54,2,7,0.48,14,141
1311,TikTok,Conversions,0.025,1.33,0.88,0.11,487,0.77,4,3,0.8,9,192
1312,TikTok,Conversions,0.049,0.74,1.26,0.025,245,0.88,13,0,0.63,21,145
1313,Google,Conversions,0.03,2.76,0.56,0.026,88,0.94,4,7,0.31,12,63
1314,Facebook,Conversions,0.042,2.22,1.14,0.104,58,0.58,0,3,0.92,7,50
1315,Google,Traffic,0.041,0.8,2.94,0.099,492,0.54,0,6,0.36,40,165
1316,TikTok,Conversions,0.017,2.13,2.78,0.034,398,0.53,6,4,0.27,27,151
1317,Google,Traffic,0.02,2.89,0.61,0.061,400,0.52,17,1,0.32,12,183
1318,Google,Awareness,0.017,2.36,2.94,0.029,393,0.6,1,2,0.3,28,142
1319,TikTok,Awareness,0.029,2.9,2.67,0.044,252,0.63,2,0,0.44,21,108
1320,TikTok,Awareness,0.015,0.98,2.5,0.101,387,0.55,9,2,0.69,36,166
1321,Facebook,Conversions,0.011,2.81,2.49,0.09,284,0.89,15,7,0.41,33,150
1322,Google,Conversions,0.023,0.5,0.57,0.043,341,0.9,8,5,0.26,37,149
1323,TikTok,Conversions,0.046,1.34,2.78,0.065,239,0.67,2,1,0.54,42,106
1324,Facebook,Traffic,0.044,0.89,1.12,0.037,88,0.83,13,5,0.57,48,90
1325,Facebook,Traffic,0.045,0.97,2.62,0.077,76,0.65,17,6,0.81,37,95
1326,Google,Traffic,0.013,0.85,1.08,0.098,465,0.65,17,9,0.86,8,209
1327,Facebook,Awareness,0.038,0.86,2.7,0.044,197,0.58,7,4,0.55,18,101
1328,Facebook,Conversions,0.041,1.1,0.66,0.103,163,0.51,9,9,0.41,21,85
1329,TikTok,Traffic,0.041,2.66,1.23,0.111,393,0.91,3,6,0.6,7,158
1330,TikTok,Awareness,0.039,2.78,2.69,0.103,127,0.82,8,6,0.27,17,82
1331,Facebook,Awareness,0.038,1.04,0.7,0.085,112,0.64,12,5,0.42,42,86
1332,Google,Awareness,0.048,1.04,0.99,0.053,255,0.71,3,0,0.42,47,113
1333,TikTok,Awareness,0.046,2.54,2.71,0.074,471,0.74,2,4,0.8,47,180
1334,Google,Traffic,0.049,1.47,2.12,0.107,121,0.67,7,4,0.27,22,75
1335,Google,Awareness,0.013,2.76,2.56,0.04,178,0.68,16,1,0.74,8,127
1336,TikTok,Awareness,0.04,1.71,1.66,0.098,185,0.85,14,7,0.24,17,113
1337,Facebook,Awareness,0.046,0.76,0.89,0.059,217,0.69,8,1,0.22,33,109
1338,TikTok,Awareness,0.043,2.56,1.31,0.053,416,0.69,14,2,0.32,11,184
1339,Google,Conversions,0.034,2.77,2.42,0.072,210,0.78,11,0,0.25,32,118
1340,Google,Traffic,0.022,1.58,1.12,0.038,478,0.66,14,5,0.34,20,200
1341,Google,Conversions,0.049,1.09,1.42,0.082,361,0.81,0,4,0.94,34,147
1342,Google,Conversions,0.012,2.88,0.58,0.098,136,0.75,8,4,0.42,21,87
1343,Facebook,Awareness,0.048,1.52,2.69,0.025,275,0.52,13,9,0.45,26,130
1344,Google,Awareness,0.015,1.26,2.98,0.065,53,0.54,7,3,0.6,44,58
1345,Google,Traffic,0.016,1.18,2.84,0.102,143,0.88,14,3,0.3,7,107
1346,TikTok,Traffic,0.037,1.83,1.06,0.115,56,0.54,19,2,0.94,26,97
1347,Google,Traffic,0.011,2.71,1.6,0.117,224,0.69,11,5,0.83,7,127
1348,TikTok,Awareness,0.026,1.77,2.34,0.096,218,0.78,14,6,0.75,8,132
1349,Facebook,Conversions,0.047,2.41,2.46,0.117,490,0.55,8,4,0.28,16,185
1350,TikTok,Conversions,0.029,0.88,0.91,0.022,183,0.6,4,3,0.34,16,86
1351,Facebook,Awareness,0.013,2.39,2.28,0.118,401,0.81,19,7,0.42,15,193
1352,TikTok,Awareness,0.037,0.64,1.16,0.113,83,0.8,10,2,0.65,10,84
1353,Google,Traffic,0.012,2.08,2.38,0.054,310,0.68,16,5,0.71,40,162
1354,TikTok,Conversions,0.036,1.51,1.4,0.096,138,0.74,0,9,0.37,18,61
1355,TikTok,Awareness,0.022,2.62,2.25,0.022,337,0.63,11,4,0.93,20,162
1356,Facebook,Conversions,0.042,1.15,0.83,0.038,162,0.72,10,6,0.35,39,96
1357,Facebook,Conversions,0.043,1.97,2.37,0.053,450,0.87,11,6,0.83,40,199
1358,TikTok,Conversions,0.041,1.46,0.89,0.025,214,0.64,0,7,0.69,9,90
1359,Google,Traffic,0.017,1.83,2.48,0.068,64,0.85,5,5,0.91,29,70
1360,Google,Awareness,0.042,1.39,1.78,0.069,497,0.51,9,4,0.89,28,200
1361,TikTok,Conversions,0.036,0.88,1.32,0.054,222,0.67,7,9,0.61,41,107
1362,TikTok,Traffic,0.02,2.72,2.81,0.045,81,0.65,14,1,0.85,31,94
1363,TikTok,Conversions,0.049,0.66,1.61,0.044,173,0.75,14,3,0.22,9,110
1364,Google,Conversions,0.014,2.39,2.12,0.059,362,0.56,8,1,0.54,27,155
1365,Google,Conversions,0.011,2.0,2.11,0.053,197,0.63,9,3,0.36,42,104
1366,Google,Awareness,0.041,1.01,2.54,0.024,363,0.83,11,6,0.26,11,160
1367,Facebook,Traffic,0.026,0.51,2.53,0.073,464,0.6,11,3,0.59,26,193
1368,TikTok,Conversions,0.026,1.04,1.64,0.091,378,0.74,10,7,0.42,8,162
1369,Facebook,Traffic,0.029,1.3,0.88,0.027,258,0.55,3,9,0.69,26,106
1370,TikTok,Awareness,0.038,2.95,1.78,0.066,429,0.53,8,3,0.29,22,167
1371,TikTok,Awareness,0.018,1.81,2.59,0.063,144,0.82,7,7,0.58,14,89
1372,Google,Traffic,0.046,2.45,2.75,0.093,379,0.61,4,2,0.73,49,154
1373,Google,Awareness,0.02,1.82,1.17,0.045,150,0.55,7,3,0.59,34,87
1374,TikTok,Traffic,0.031,2.34,2.74,0.065,182,0.67,12,2,0.32,35,109
1375,Google,Traffic,0.031,2.43,1.78,0.103,277,0.53,19,5,0.97,45,160
1376,TikTok,Traffic,0.013,1.09,2.37,0.093,215,0.71,13,2,0.66,30,129
1377,TikTok,Awareness,0.015,2.53,2.35,0.112,412,0.73,12,7,0.34,46,175
1378,TikTok,Conversions,0.03,2.25,1.62,0.097,494,0.8,15,7,0.55,24,213
1379,TikTok,Traffic,0.029,0.81,2.02,0.043,214,0.84,18,0,0.9,37,152
1380,TikTok,Awareness,0.012,2.77,2.98,0.032,215,0.72,6,7,0.45,9,103
1381,TikTok,Awareness,0.01,2.89,2.99,0.047,166,0.68,8,6,0.54,28,95
1382,TikTok,Awareness,0.011,1.32,0.81,0.106,414,0.73,14,5,0.21,37,180
1383,Google,Awareness,0.029,1.89,0.76,0.05,471,0.77,11,9,0.68,29,196
1384,TikTok,Traffic,0.018,2.63,2.12,0.096,183,0.73,12,8,0.89,10,116
1385,Google,Traffic,0.027,0.55,1.42,0.116,210,0.85,4,8,0.96,27,109
1386,TikTok,Awareness,0.013,1.83,1.5,0.054,210,0.93,13,8,0.61,24,127
1387,TikTok,Conversions,0.022,1.75,1.73,0.067,253,0.59,4,8,0.34,31,102
1388,Facebook,Awareness,0.013,1.61,1.68,0.038,374,0.85,11,4,0.68,30,174
1389,Facebook,Traffic,0.044,1.24,0.57,0.074,162,0.74,18,1,0.44,16,123
1390,Facebook,Awareness,0.011,2.48,0.73,0.044,485,0.59,19,1,0.87,29,227
1391,Facebook,Traffic,0.033,2.84,1.68,0.117,306,0.69,18,0,0.43,6,166
1392,Facebook,Awareness,0.019,1.56,0.6,0.069,336,0.66,11,4,0.58,35,155
1393,Google,Traffic,0.037,1.74,1.51,0.081,119,0.78,8,3,0.32,5,82
1394,TikTok,Awareness,0.026,1.9,1.67,0.098,78,0.76,1,7,0.53,49,52
1395,Facebook,Awareness,0.011,1.48,2.34,0.034,252,0.89,13,1,0.56,20,145
1396,Facebook,Traffic,0.015,0.72,1.93,0.07,363,0.64,4,6,0.81,32,148
1397,Facebook,Traffic,0.049,1.49,0.78,0.055,206,0.59,3,6,0.83,31,97
1398,Google,Traffic,0.011,2.94,1.21,0.117,97,0.94,9,7,0.41,49,81
1399,Google,Traffic,0.045,1.01,2.73,0.115,80,0.57,0,2,0.6,35,51
1400,TikTok,Awareness,0.03,2.45,2.23,0.069,263,0.65,14,2,0.52,49,141
1401,TikTok,Awareness,0.049,1.87,2.29,0.071,304,0.92,11,6,0.4,38,148
1402,Facebook,Conversions,0.013,2.33,2.07,0.078,173,0.84,1,7,0.36,30,79
1403,Google,Awareness,0.047,0.99,1.39,0.107,362,0.6,17,6,0.34,36,169
1404,Facebook,Conversions,0.031,1.75,2.95,0.084,144,0.76,3,2,0.73,25,86
1405,TikTok,Conversions,0.032,0.96,2.2,0.104,238,0.82,3,0,0.7,26,117
1406,Facebook,Traffic,0.023,1.23,1.6,0.042,458,0.71,1,1,0.38,35,167
1407,Facebook,Traffic,0.048,2.81,1.64,0.098,183,0.77,13,6,0.3,26,110
1408,Facebook,Traffic,0.047,2.47,1.96,0.099,136,0.53,18,8,0.27,40,99
1409,TikTok,Traffic,0.043,1.69,2.93,0.078,428,0.8,16,8,0.75,13,199
1410,Facebook,Traffic,0.027,2.32,2.06,0.075,248,0.83,6,0,0.96,21,133
1411,Google,Traffic,0.023,0.98,2.72,0.028,74,0.93,17,8,0.73,9,99
1412,TikTok,Awareness,0.044,2.5,0.51,0.086,480,0.59,9,8,0.37,40,183
1413,TikTok,Traffic,0.033,1.98,1.11,0.042,330,0.9,7,1,0.89,27,160
1414,Facebook,Awareness,0.046,0.92,2.69,0.044,249,0.53,16,5,0.65,47,138
1415,Google,Awareness,0.014,0.63,1.94,0.086,493,0.54,14,3,0.29,18,201
1416,Google,Traffic,0.018,1.55,2.92,0.086,440,0.75,15,7,0.55,42,196
1417,TikTok,Awareness,0.022,2.75,1.51,0.069,413,0.53,13,1,0.47,11,180
1418,Google,Awareness,0.023,0.84,2.61,0.063,65,0.67,11,0,0.97,21,86
1419,TikTok,Conversions,0.023,2.34,1.97,0.035,195,0.87,17,4,0.92,32,141
1420,Facebook,Traffic,0.039,1.92,1.67,0.067,478,0.8,13,7,0.94,16,211
1421,TikTok,Traffic,0.049,1.06,0.8,0.044,241,0.92,15,8,0.75,47,144
1422,TikTok,Conversions,0.048,1.15,2.47,0.063,455,0.57,15,9,0.47,20,191
1423,Facebook,Conversions,0.027,0.88,1.89,0.058,404,0.71,16,5,0.49,40,187
1424,TikTok,Awareness,0.02,1.39,1.69,0.034,440,0.6,9,0,0.72,40,186
1425,Google,Awareness,0.025,1.2,1.34,0.063,184,0.56,4,1,0.26,20,86
1426,Google,Awareness,0.021,1.17,2.66,0.064,274,0.77,10,4,0.22,21,130
1427,TikTok,Conversions,0.047,2.78,0.96,0.037,148,0.69,11,2,0.8,29,106
1428,Facebook,Conversions,0.019,0.65,2.59,0.097,400,0.51,17,9,0.3,37,174
1429,Facebook,Awareness,0.035,2.76,1.35,0.033,130,0.81,19,1,0.8,31,125
1430,TikTok,Awareness,0.05,2.62,0.7,0.063,339,0.58,12,7,0.86,14,159
1431,Facebook,Awareness,0.025,1.53,0.8,0.032,498,0.67,19,0,0.5,43,227
1432,Facebook,Traffic,0.031,1.63,1.48,0.074,222,0.59,0,1,0.55,20,94
1433,TikTok,Awareness,0.044,1.09,1.54,0.05,125,0.54,15,4,0.9,40,105
1434,TikTok,Awareness,0.034,2.49,2.06,0.045,183,0.71,13,4,0.47,38,114
1435,Facebook,Awareness,0.035,2.92,2.71,0.027,338,0.67,13,4,0.59,26,161
1436,Google,Traffic,0.011,0.88,0.7,0.064,465,0.82,4,3,0.53,41,181
1437,Facebook,Traffic,0.049,2.66,2.07,0.074,318,0.51,16,2,0.61,42,160
1438,Google,Conversions,0.037,1.14,1.03,0.072,356,0.74,8,0,0.87,23,166
1439,Google,Conversions,0.038,1.04,0.94,0.043,124,0.75,7,1,0.25,37,81
1440,Facebook,Conversions,0.034,0.98,2.96,0.038,197,0.6,8,6,0.71,10,105
1441,TikTok,Conversions,0.045,2.61,2.81,0.119,375,0.51,14,6,0.41,21,165
1442,Facebook,Conversions,0.025,1.08,2.67,0.101,259,0.95,17,8,0.55,36,151
1443,TikTok,Awareness,0.035,2.86,1.21,0.034,380,0.92,13,4,0.43,48,178
1444,Google,Awareness,0.033,1.6,1.36,0.1,103,0.79,18,7,0.86,26,109
1445,Google,Conversions,0.028,1.65,1.85,0.038,444,0.86,16,4,0.77,48,210
1446,Facebook,Traffic,0.01,1.37,1.77,0.116,223,0.72,14,2,0.43,13,130
1447,Facebook,Awareness,0.038,0.64,2.43,0.072,216,0.89,1,0,0.91,45,112
1448,TikTok,Traffic,0.033,2.57,2.91,0.071,469,0.8,14,8,0.43,40,200
1449,Facebook,Traffic,0.016,1.23,0.52,0.061,144,0.62,5,3,0.2,12,75
1450,TikTok,Traffic,0.029,2.52,2.51,0.118,60,0.56,6,9,0.72,6,55
1451,Facebook,Conversions,0.021,2.65,1.57,0.063,343,0.79,15,5,0.63,10,171
1452,TikTok,Traffic,0.026,1.19,2.05,0.042,187,0.77,13,8,0.56,18,114
1453,TikTok,Traffic,0.036,0.89,2.92,0.047,328,0.62,16,6,0.33,22,157
1454,Google,Conversions,0.03,0.81,2.45,0.042,194,0.55,1,5,0.2,47,76
1455,TikTok,Traffic,0.025,1.49,2.76,0.07,169,0.8,4,5,0.96,35,98
1456,Google,Awareness,0.027,2.53,2.22,0.058,52,0.78,19,6,0.22,45,84
1457,TikTok,Awareness,0.01,1.54,1.03,0.064,320,0.73,9,7,0.22,36,137
1458,Google,Awareness,0.032,1.1,0.97,0.085,479,0.94,7,7,0.57,41,193
1459,Facebook,Awareness,0.029,1.33,2.17,0.027,318,0.94,15,2,0.5,44,169
1460,TikTok,Traffic,0.026,1.26,1.16,0.093,425,0.71,7,8,0.34,16,165
1461,Facebook,Conversions,0.034,1.15,2.19,0.043,100,0.62,9,7,0.95,23,83
1462,Google,Conversions,0.047,2.34,2.98,0.025,308,0.82,18,8,0.38,41,161
1463,TikTok,Traffic,0.024,1.92,2.1,0.099,166,0.58,0,6,0.81,15,77
1464,TikTok,Conversions,0.012,0.73,1.04,0.074,223,0.68,5,1,0.57,11,110
1465,Facebook,Traffic,0.033,1.83,1.07,0.084,94,0.89,13,2,0.44,44,94
1466,Facebook,Awareness,0.013,2.55,2.53,0.094,370,0.69,9,5,0.57,12,160
1467,TikTok,Awareness,0.021,2.66,3.0,0.069,302,0.95,5,2,0.59,12,141
1468,TikTok,Awareness,0.022,1.27,0.59,0.064,323,0.79,0,1,0.85,39,136
1469,Facebook,Conversions,0.025,0.81,2.0,0.117,191,0.71,8,9,0.29,6,95
1470,Google,Traffic,0.034,2.13,1.75,0.027,328,0.69,18,9,0.72,29,169
1471,TikTok,Traffic,0.043,0.72,0.99,0.06,459,0.89,18,0,0.56,10,220
1472,Facebook,Traffic,0.037,1.48,2.69,0.058,183,0.9,19,7,0.72,13,136
1473,TikTok,Traffic,0.048,0.86,2.28,0.033,195,0.66,17,7,0.61,18,126
1474,TikTok,Conversions,0.048,1.68,0.88,0.09,393,0.51,2,2,0.21,39,140
1475,TikTok,Conversions,0.017,0.52,2.97,0.034,170,0.56,17,3,0.59,40,119
1476,Google,Conversions,0.033,2.31,2.88,0.071,432,0.87,9,4,0.87,35,191
1477,Facebook,Conversions,0.045,2.84,2.68,0.084,437,0.67,7,5,0.24,11,168
1478,Facebook,Conversions,0.048,2.13,1.15,0.06,183,0.81,10,7,0.96,19,116
1479,Facebook,Traffic,0.014,2.46,0.52,0.039,97,0.74,7,0,0.22,29,73
1480,Facebook,Conversions,0.041,0.96,2.7,0.08,76,0.52,15,9,0.85,15,83
1481,Google,Conversions,0.015,1.31,2.16,0.106,429,0.74,3,6,0.42,38,160
1482,Google,Traffic,0.039,1.57,1.63,0.108,424,0.92,8,0,0.81,42,191
1483,Google,Traffic,0.041,2.33,2.87,0.105,206,0.54,11,9,0.22,46,100
1484,TikTok,Traffic,0.031,2.4,1.84,0.112,350,0.74,7,1,0.59,6,155
1485,Facebook,Awareness,0.039,1.75,1.71,0.094,247,0.59,15,5,0.46,32,133
1486,TikTok,Awareness,0.028,2.89,2.52,0.051,90,0.82,7,6,0.91,43,81
1487,Google,Traffic,0.027,0.81,1.34,0.114,415,0.65,0,9,0.6,13,147
1488,TikTok,Traffic,0.019,1.15,0.65,0.114,253,0.67,3,3,0.66,46,113
1489,TikTok,Awareness,0.042,2.57,2.38,0.045,363,0.73,9,0,0.66,42,166
1490,Facebook,Conversions,0.012,0.51,1.95,0.07,130,0.54,6,2,0.62,31,80
1491,Google,Traffic,0.026,2.71,1.59,0.071,306,0.71,3,8,0.95,35,131
1492,Facebook,Awareness,0.023,2.38,0.92,0.034,256,0.94,9,3,0.6,20,136
1493,Google,Conversions,0.02,1.96,0.63,0.09,214,0.5,9,7,0.7,49,108
1494,TikTok,Traffic,0.045,1.25,1.96,0.036,392,0.8,6,3,0.83,44,170
1495,TikTok,Awareness,0.024,2.92,1.74,0.031,481,0.57,15,8,0.52,9,201
1496,Google,Awareness,0.034,1.22,1.16,0.053,371,0.73,3,4,0.84,35,153
1497,TikTok,Awareness,0.048,2.31,0.96,0.08,246,0.77,1,5,0.35,41,101
1498,Facebook,Traffic,0.04,0.8,1.29,0.074,104,0.59,11,8,0.29,41,74
1499,Google,Conversions,0.039,2.48,1.04,0.077,252,0.85,13,6,0.55,11,138
1500,TikTok,Awareness,0.022,1.54,2.66,0.108,424,0.6,0,8,0.5,39,147
1501,Facebook,Traffic,0.026,0.82,1.56,0.094,452,0.83,8,8,0.72,48,186
1502,Google,Awareness,0.012,1.19,2.67,0.101,369,0.94,16,8,0.96,49,190
1503,Google,Awareness,0.019,0.56,1.33,0.107,264,0.92,9,0,0.21,30,133
1504,Facebook,Conversions,0.034,2.47,1.98,0.118,135,0.51,3,8,0.47,44,64
1505,Facebook,Awareness,0.012,0.81,1.9,0.112,108,0.83,3,6,0.5,5,68
1506,TikTok,Awareness,0.012,2.31,2.11,0.099,362,0.95,19,4,0.77,8,196
1507,Google,Traffic,0.026,2.44,1.03,0.031,95,0.76,19,6,0.75,28,107
1508,Facebook,Awareness,0.035,1.35,1.29,0.052,391,0.8,10,8,0.54,7,169
1509,Facebook,Awareness,0.017,1.54,1.38,0.088,228,0.82,17,5,0.34,7,137
1510,TikTok,Awareness,0.011,1.96,1.77,0.043,429,0.81,6,0,0.69,9,181
1511,TikTok,Conversions,0.017,2.82,0.91,0.105,368,0.8,4,5,0.89,32,157
1512,TikTok,Conversions,0.027,0.8,0.78,0.034,151,0.53,4,9,0.84,14,78
1513,Google,Awareness,0.028,2.11,2.94,0.029,186,0.87,3,1,0.53,32,99
1514,Google,Traffic,0.037,1.07,2.44,0.033,406,0.89,6,2,0.49,44,171
1515,TikTok,Awareness,0.041,0.85,0.55,0.115,303,0.64,17,6,0.76,34,161
1516,Google,Traffic,0.012,1.01,1.96,0.119,134,0.68,9,2,0.31,7,87
